project_dir,found,found_path,search_depth,copied_to_top
/mnt/ASSAS/upload_test/0f9a6c4f-3020-4b45-9839-3ad02024087e,True,/mnt/ASSAS/upload_test/0f9a6c4f-3020-4b45-9839-3ad02024087e/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/101e1a45-406a-4e3b-8f8c-047ed2c2df96,True,/mnt/ASSAS/upload_test/101e1a45-406a-4e3b-8f8c-047ed2c2df96/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1022b948-630d-4323-b750-b5fb94127e93,True,/mnt/ASSAS/upload_test/1022b948-630d-4323-b750-b5fb94127e93/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/102765eb-049d-4716-8c05-d6a29fe4d3d5,True,/mnt/ASSAS/upload_test/102765eb-049d-4716-8c05-d6a29fe4d3d5/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/104182d7-4636-43b6-926b-dc6fc4024a5d,True,/mnt/ASSAS/upload_test/104182d7-4636-43b6-926b-dc6fc4024a5d/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1074743e-8d64-4fea-a458-d6437386bcd0,True,/mnt/ASSAS/upload_test/1074743e-8d64-4fea-a458-d6437386bcd0/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/109c7bfd-c156-44eb-b0d2-f9a9265cb1fb,True,/mnt/ASSAS/upload_test/109c7bfd-c156-44eb-b0d2-f9a9265cb1fb/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10a8c067-3a7c-49d8-9c64-568ab3599a68,True,/mnt/ASSAS/upload_test/10a8c067-3a7c-49d8-9c64-568ab3599a68/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10a96b76-f0d8-440b-b3e1-9eb1d0da6540,True,/mnt/ASSAS/upload_test/10a96b76-f0d8-440b-b3e1-9eb1d0da6540/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10b6c64b-d5a4-4aac-a93e-93baeae045d0,True,/mnt/ASSAS/upload_test/10b6c64b-d5a4-4aac-a93e-93baeae045d0/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10c72e23-e7dc-4cab-a2e6-8d4dc86f0a78,True,/mnt/ASSAS/upload_test/10c72e23-e7dc-4cab-a2e6-8d4dc86f0a78/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10e8b9cd-2caf-461b-a7c3-ba3639666f4c,True,/mnt/ASSAS/upload_test/10e8b9cd-2caf-461b-a7c3-ba3639666f4c/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/10ebfd78-3dfb-4499-99b9-c6f94a851d9d,True,/mnt/ASSAS/upload_test/10ebfd78-3dfb-4499-99b9-c6f94a851d9d/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/110b0643-ad5f-4f44-988a-06ce531fcd65,True,/mnt/ASSAS/upload_test/110b0643-ad5f-4f44-988a-06ce531fcd65/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/112dcd53-c4d5-4761-8595-db59eb6bc873,True,/mnt/ASSAS/upload_test/112dcd53-c4d5-4761-8595-db59eb6bc873/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1137e07e-1a79-4d3c-baa8-518b2a46f6be,True,/mnt/ASSAS/upload_test/1137e07e-1a79-4d3c-baa8-518b2a46f6be/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/113e7078-2699-41c2-8484-474256b59727,True,/mnt/ASSAS/upload_test/113e7078-2699-41c2-8484-474256b59727/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/113e8fa9-77fe-4b09-b40d-e02a15a27607,True,/mnt/ASSAS/upload_test/113e8fa9-77fe-4b09-b40d-e02a15a27607/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/115af7af-9169-4705-ae7e-944c63620f5d,True,/mnt/ASSAS/upload_test/115af7af-9169-4705-ae7e-944c63620f5d/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/11688f5e-829a-4dd6-bfb5-2df688f437d1,True,/mnt/ASSAS/upload_test/11688f5e-829a-4dd6-bfb5-2df688f437d1/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/11b844b8-04d9-4842-ba06-f8aa453b261f,True,/mnt/ASSAS/upload_test/11b844b8-04d9-4842-ba06-f8aa453b261f/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/11ba8d52-6c9c-44fd-b951-a29088ed4b82,True,/mnt/ASSAS/upload_test/11ba8d52-6c9c-44fd-b951-a29088ed4b82/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/11c07917-7858-4d03-914b-cc839f9e4cc1,True,/mnt/ASSAS/upload_test/11c07917-7858-4d03-914b-cc839f9e4cc1/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/11ed63db-04d2-4f92-9639-24de09cb9a8b,True,/mnt/ASSAS/upload_test/11ed63db-04d2-4f92-9639-24de09cb9a8b/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1206d5e6-653b-420a-b352-7eebd4c2689c,True,/mnt/ASSAS/upload_test/1206d5e6-653b-420a-b352-7eebd4c2689c/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/12233e6a-c233-4da7-b37a-8104331cf6a9,True,/mnt/ASSAS/upload_test/12233e6a-c233-4da7-b37a-8104331cf6a9/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/124fc1bd-4f79-4db5-8a74-b6d3e53e303a,True,/mnt/ASSAS/upload_test/124fc1bd-4f79-4db5-8a74-b6d3e53e303a/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/12584866-cff0-4d85-88de-388bc43e6f16,True,/mnt/ASSAS/upload_test/12584866-cff0-4d85-88de-388bc43e6f16/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/126ae527-907f-40ee-a234-aa2e469ecfab,True,/mnt/ASSAS/upload_test/126ae527-907f-40ee-a234-aa2e469ecfab/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1280054f-a2e7-4917-a24f-dc562ba661b1,True,/mnt/ASSAS/upload_test/1280054f-a2e7-4917-a24f-dc562ba661b1/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/12f9871a-2c4e-4d01-bdfb-6251e68b3bc5,True,/mnt/ASSAS/upload_test/12f9871a-2c4e-4d01-bdfb-6251e68b3bc5/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/135b469d-7a0d-452f-98fe-324ae965cb33,True,/mnt/ASSAS/upload_test/135b469d-7a0d-452f-98fe-324ae965cb33/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/13993dfa-933d-4f69-b325-abcf7eb0d274,True,/mnt/ASSAS/upload_test/13993dfa-933d-4f69-b325-abcf7eb0d274/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/13a95f82-11b3-4575-bc04-48e824b633e1,True,/mnt/ASSAS/upload_test/13a95f82-11b3-4575-bc04-48e824b633e1/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/13c2952b-1c1f-4839-a7f1-a6943303789d,True,/mnt/ASSAS/upload_test/13c2952b-1c1f-4839-a7f1-a6943303789d/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/142d508e-7963-4dc3-8401-42565fb8a6ae,True,/mnt/ASSAS/upload_test/142d508e-7963-4dc3-8401-42565fb8a6ae/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/143b31d2-0391-4c8a-8397-e4dfb749534e,True,/mnt/ASSAS/upload_test/143b31d2-0391-4c8a-8397-e4dfb749534e/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/14552ccc-6762-4b6c-a443-d99dafdeadef,True,/mnt/ASSAS/upload_test/14552ccc-6762-4b6c-a443-d99dafdeadef/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/145f6100-fb49-4d35-97e6-2357e0b6994c,True,/mnt/ASSAS/upload_test/145f6100-fb49-4d35-97e6-2357e0b6994c/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/146f272b-30d2-4a13-aad6-c276ffe63505,True,/mnt/ASSAS/upload_test/146f272b-30d2-4a13-aad6-c276ffe63505/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/14a5c783-e16f-47a9-8388-5a69c8545b7c,True,/mnt/ASSAS/upload_test/14a5c783-e16f-47a9-8388-5a69c8545b7c/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/15357781-8be6-4c94-b055-8ea9ac037453,True,/mnt/ASSAS/upload_test/15357781-8be6-4c94-b055-8ea9ac037453/upload_info.pickle,0,False
