name,long_name,name_odessa,unit,domain,strategy,dimension,index
Qsteam_connecti_source,steam mass flow rate,SOURCE 1:QMAV,[kg/s],connection,connection_source,connection_source
T_connecti_mcci,mean temperature of MCCI,T,[K],connection,connection_mcci,connection_mcci
P_connecti_mcci,mean pressure of MCCI,P,[Pa],connection,connection_mcci,connection_mcci
Qco_connecti_mcci,mass flow rate of CO gas,SOURCE 1:FLOW 1: -2,[kg/s],connection,connection_mcci,connection_mcci
Tco_connecti_mcci,temperature of CO gas,SOURCE 1:FLOW 1: -1,[T],connection,connection_mcci,connection_mcci
Pco_connecti_mcci,pressure of CO gas,SOURCE 1:FLOW 1:0,[Pa],connection,connection_mcci,connection_mcci
Qco2_connecti_mcci,mass flow rate of CO2 gas,SOURCE 1:FLOW 1: -2,[kg/s],connection,connection_mcci,connection_mcci
Tco2_connecti_mcci,temperature of CO2 gas,SOURCE 1:FLOW 1: -1,[T],connection,connection_mcci,connection_mcci
Pco2_connecti_mcci,pressure of CO2 gas,SOURCE 1:FLOW 1:0,[Pa],connection,connection_mcci,connection_mcci
Qh2_connecti_mcci,mass flow rate of H2 gas,SOURCE 1:FLOW 1: -2,[kg/s],connection,connection_mcci,connection_mcci
Th2_connecti_mcci,temperature of H2 gas,SOURCE 1:FLOW 1: -1,[T],connection,connection_mcci,connection_mcci
Ph2_connecti_mcci,pressure of H2 gas,SOURCE 1:FLOW 1:0,[Pa],connection,connection_mcci,connection_mcci
Qsteam_connecti_mcci,mass flow rate of steam gas,SOURCE 1:FLOW 1: -2,[kg/s],connection,connection_mcci,connection_mcci
Tsteam_connecti_mcci,temperature of steam gas,SOURCE 1:FLOW 1: -1,[T],connection,connection_mcci,connection_mcci
Psteam_connecti_mcci,pressure of steam gas,SOURCE 1:FLOW 1:0,[Pa],connection,connection_mcci,connection_mcci
Qo2_connecti_mcci,mass flow rate of O2 gas,SOURCE 1:FLOW 1: -2,[kg/s],connection,connection_mcci,connection_mcci
To2_connecti_mcci,temperature of O2 gas,SOURCE 1:FLOW 1: -1,[T],connection,connection_mcci,connection_mcci
Po2_connecti_mcci,pressure of O2 gas,SOURCE 1:FLOW 1:0,[Pa],connection,connection_mcci,connection_mcci
H0_connecti_mcci,cumulative enthalpy transferred from cavity to containment water,HEAT 1:FLUX 1:0,[J],connection,connection_mcci,connection_mcci
H1_connecti_mcci,cumulative enthalpy transferred from cavity to containment gas,HEAT 2:FLUX 1:0,[J],connection,connection_mcci,connection_mcci
Q_fp_AA_connecti_flow,mean mass flowrate of AA,SOURCE 4:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AA_connecti_flow,cumulative total mass of AA,SOURCE 4:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AB_connecti_flow,mean mass flowrate of AB,SOURCE 5:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AB_connecti_flow,cumulative total mass of AB,SOURCE 5:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AC_connecti_flow,mean mass flowrate of AC,SOURCE 6:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AC_connecti_flow,cumulative total mass of AC,SOURCE 6:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AD_connecti_flow,mean mass flowrate of AD,SOURCE 7:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AD_connecti_flow,cumulative total mass of AD,SOURCE 7:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AF_connecti_flow,mean mass flowrate of AF,SOURCE 8:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AF_connecti_flow,cumulative total mass of AF,SOURCE 8:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AG_connecti_flow,mean mass flowrate of AG,SOURCE 9:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AG_connecti_flow,cumulative total mass of AG,SOURCE 9:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AI_connecti_flow,mean mass flowrate of AI,SOURCE 10:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AI_connecti_flow,cumulative total mass of AI,SOURCE 10:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AJ_connecti_flow,mean mass flowrate of AJ,SOURCE 11:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AJ_connecti_flow,cumulative total mass of AJ,SOURCE 11:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AL_connecti_flow,mean mass flowrate of AL,SOURCE 12:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AL_connecti_flow,cumulative total mass of AL,SOURCE 12:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AN_connecti_flow,mean mass flowrate of AN,SOURCE 13:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AN_connecti_flow,cumulative total mass of AN,SOURCE 13:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AO_connecti_flow,mean mass flowrate of AO,SOURCE 14:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AO_connecti_flow,cumulative total mass of AO,SOURCE 14:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AP_connecti_flow,mean mass flowrate of AP,SOURCE 15:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AP_connecti_flow,cumulative total mass of AP,SOURCE 15:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AQ_connecti_flow,mean mass flowrate of AQ,SOURCE 16:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AQ_connecti_flow,cumulative total mass of AQ,SOURCE 16:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AR_connecti_flow,mean mass flowrate of AR,SOURCE 17:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AR_connecti_flow,cumulative total mass of AR,SOURCE 17:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AT_connecti_flow,mean mass flowrate of AT,SOURCE 18:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AT_connecti_flow,cumulative total mass of AT,SOURCE 18:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AU_connecti_flow,mean mass flowrate of AU,SOURCE 19:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AU_connecti_flow,cumulative total mass of AU,SOURCE 19:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AV_connecti_flow,mean mass flowrate of AV,SOURCE 20:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AV_connecti_flow,cumulative total mass of AV,SOURCE 20:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AW_connecti_flow,mean mass flowrate of AW,SOURCE 21:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AW_connecti_flow,cumulative total mass of AW,SOURCE 21:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AX_connecti_flow,mean mass flowrate of AX,SOURCE 22:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_AX_connecti_flow,cumulative total mass of AX,SOURCE 22:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BA_connecti_flow,mean mass flowrate of BA,SOURCE 23:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BA_connecti_flow,cumulative total mass of BA,SOURCE 23:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BB_connecti_flow,mean mass flowrate of BB,SOURCE 24:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BB_connecti_flow,cumulative total mass of BB,SOURCE 24:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BC_connecti_flow,mean mass flowrate of BC,SOURCE 25:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BC_connecti_flow,cumulative total mass of BC,SOURCE 25:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BE_connecti_flow,mean mass flowrate of BE,SOURCE 26:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BE_connecti_flow,cumulative total mass of BE,SOURCE 26:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BF_connecti_flow,mean mass flowrate of BF,SOURCE 27:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BF_connecti_flow,cumulative total mass of BF,SOURCE 27:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BG_connecti_flow,mean mass flowrate of BG,SOURCE 28:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BG_connecti_flow,cumulative total mass of BG,SOURCE 28:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BI_connecti_flow,mean mass flowrate of BI,SOURCE 29:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BI_connecti_flow,cumulative total mass of BI,SOURCE 29:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BJ_connecti_flow,mean mass flowrate of BJ,SOURCE 30:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BJ_connecti_flow,cumulative total mass of BJ,SOURCE 30:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BK_connecti_flow,mean mass flowrate of BK,SOURCE 31:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BK_connecti_flow,cumulative total mass of BK,SOURCE 31:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BL_connecti_flow,mean mass flowrate of BL,SOURCE 32:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BL_connecti_flow,cumulative total mass of BL,SOURCE 32:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BM_connecti_flow,mean mass flowrate of BM,SOURCE 33:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BM_connecti_flow,cumulative total mass of BM,SOURCE 33:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BN_connecti_flow,mean mass flowrate of BN,SOURCE 34:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BN_connecti_flow,cumulative total mass of BN,SOURCE 34:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BO_connecti_flow,mean mass flowrate of BO,SOURCE 35:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BO_connecti_flow,cumulative total mass of BO,SOURCE 35:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BP_connecti_flow,mean mass flowrate of BP,SOURCE 36:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BP_connecti_flow,cumulative total mass of BP,SOURCE 36:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BQ_connecti_flow,mean mass flowrate of BQ,SOURCE 37:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BQ_connecti_flow,cumulative total mass of BQ,SOURCE 37:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BR_connecti_flow,mean mass flowrate of BR,SOURCE 38:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BR_connecti_flow,cumulative total mass of BR,SOURCE 38:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BS_connecti_flow,mean mass flowrate of BS,SOURCE 39:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BS_connecti_flow,cumulative total mass of BS,SOURCE 39:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CG_connecti_flow,mean mass flowrate of CG,SOURCE 40:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CG_connecti_flow,cumulative total mass of CG,SOURCE 40:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CH_connecti_flow,mean mass flowrate of CH,SOURCE 41:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CH_connecti_flow,cumulative total mass of CH,SOURCE 41:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CJ_connecti_flow,mean mass flowrate of CJ,SOURCE 42:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CJ_connecti_flow,cumulative total mass of CJ,SOURCE 42:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CK_connecti_flow,mean mass flowrate of CK,SOURCE 43:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CK_connecti_flow,cumulative total mass of CK,SOURCE 43:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CL_connecti_flow,mean mass flowrate of CL,SOURCE 44:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CL_connecti_flow,cumulative total mass of CL,SOURCE 44:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CM_connecti_flow,mean mass flowrate of CM,SOURCE 45:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CM_connecti_flow,cumulative total mass of CM,SOURCE 45:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CN_connecti_flow,mean mass flowrate of CN,SOURCE 46:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CN_connecti_flow,cumulative total mass of CN,SOURCE 46:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CO_connecti_flow,mean mass flowrate of CO,SOURCE 47:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CO_connecti_flow,cumulative total mass of CO,SOURCE 47:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CP_connecti_flow,mean mass flowrate of CP,SOURCE 48:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CP_connecti_flow,cumulative total mass of CP,SOURCE 48:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CQ_connecti_flow,mean mass flowrate of CQ,SOURCE 49:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CQ_connecti_flow,cumulative total mass of CQ,SOURCE 49:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CR_connecti_flow,mean mass flowrate of CR,SOURCE 50:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CR_connecti_flow,cumulative total mass of CR,SOURCE 50:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CS_connecti_flow,mean mass flowrate of CS,SOCSRCE 51:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CS_connecti_flow,cumulative total mass of CS,SOCSRCE 51:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CT_connecti_flow,mean mass flowrate of CT,SOURCE 52:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CT_connecti_flow,cumulative total mass of CT,SOURCE 52:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CU_connecti_flow,mean mass flowrate of CU,SOURCE 53:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CU_connecti_flow,cumulative total mass of CU,SOURCE 53:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CV_connecti_flow,mean mass flowrate of CV,SOURCE 54:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CV_connecti_flow,cumulative total mass of CV,SOURCE 54:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CW_connecti_flow,mean mass flowrate of CW,SOURCE 55:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CW_connecti_flow,cumulative total mass of CW,SOURCE 55:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CX_connecti_flow,mean mass flowrate of CX,SOURCE 56:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CX_connecti_flow,cumulative total mass of CX,SOURCE 56:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BT_connecti_flow,mean mass flowrate of BT,SOURCE 57:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BT_connecti_flow,cumulative total mass of BT,SOURCE 57:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BU_connecti_flow,mean mass flowrate of BU,SOURCE 58:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BU_connecti_flow,cumulative total mass of BU,SOURCE 58:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BV_connecti_flow,mean mass flowrate of BV,SOURCE 59:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BV_connecti_flow,cumulative total mass of BV,SOURCE 59:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BW_connecti_flow,mean mass flowrate of BW,SOURCE 60:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BW_connecti_flow,cumulative total mass of BW,SOURCE 60:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BX_connecti_flow,mean mass flowrate of BX,SOURCE 61:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BX_connecti_flow,cumulative total mass of BX,SOURCE 61:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BY_connecti_flow,mean mass flowrate of BY,SOURCE 62:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BY_connecti_flow,cumulative total mass of BY,SOURCE 62:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_BZ_connecti_flow,mean mass flowrate of BZ,SOURCE 63:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_BZ_connecti_flow,cumulative total mass of BZ,SOURCE 63:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CA_connecti_flow,mean mass flowrate of CA,SOURCE 64:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CA_connecti_flow,cumulative total mass of CA,SOURCE 64:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CB_connecti_flow,mean mass flowrate of CB,SOURCE 65:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CB_connecti_flow,cumulative total mass of CB,SOURCE 65:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CC_connecti_flow,mean mass flowrate of CC,SOURCE 66:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CC_connecti_flow,cumulative total mass of CC,SOURCE 66:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CD_connecti_flow,mean mass flowrate of CD,SOURCE 67:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CD_connecti_flow,cumulative total mass of CD,SOURCE 67:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CE_connecti_flow,mean mass flowrate of CE,SOURCE 68:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CE_connecti_flow,cumulative total mass of CE,SOURCE 68:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_CF_connecti_flow,mean mass flowrate of CF,SOURCE 69:QMAV,[kg/s],connection_fp,connection_flow_fp,none
m_cum_fp_CF_connecti_flow,cumulative total mass of CF,SOURCE 69:FLOW:0,[kg],connection_fp,connection_flow_fp,none
Q_fp_AB_connecti_break,mean mass flowrate of AB,SOURCE 4:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AC_connecti_break,mean mass flowrate of AC,SOURCE 5:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AD_connecti_break,mean mass flowrate of AD,SOURCE 6:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AE_connecti_break,mean mass flowrate of AE,SOURCE 7:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AF_connecti_break,mean mass flowrate of AF,SOURCE 8:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AG_connecti_break,mean mass flowrate of AG,SOURCE 9:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AH_connecti_break,mean mass flowrate of AH,SOURAHE 10:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AI_connecti_break,mean mass flowrate of AI,SOURCE 11:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AJ_connecti_break,mean mass flowrate of AJ,SOURCE 12:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AK_connecti_break,mean mass flowrate of AK,SOURCE 13:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AL_connecti_break,mean mass flowrate of AL,SOURCE 14:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AM_connecti_break,mean mass flowrate of AM,SOURCE 15:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AN_connecti_break,mean mass flowrate of AN,SOURCE 16:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AO_connecti_break,mean mass flowrate of AO,SOURCE 17:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AR_connecti_break,mean mass flowrate of AR,SOURCE 18:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AS_connecti_break,mean mass flowrate of AS,SOURCE 19:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AT_connecti_break,mean mass flowrate of AT,SOURCE 20:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AU_connecti_break,mean mass flowrate of AU,SOURCE 21:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AV_connecti_break,mean mass flowrate of AV,SOURCE 22:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_AX_connecti_break,mean mass flowrate of AX,SOURCE 23:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BA_connecti_break,mean mass flowrate of BA,SOURCE 24:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BB_connecti_break,mean mass flowrate of BB,SOURCE 25:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BC_connecti_break,mean mass flowrate of BC,SOURCE 26:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BD_connecti_break,mean mass flowrate of BD,SOURCE 27:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BE_connecti_break,mean mass flowrate of BE,SOURCE 28:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BF_connecti_break,mean mass flowrate of BF,SOURCE 29:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BG_connecti_break,mean mass flowrate of BG,SOURCE 30:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BH_connecti_break,mean mass flowrate of BH,SOURCE 31:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BI_connecti_break,mean mass flowrate of BI,SOURCE 32:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BK_connecti_break,mean mass flowrate of BK,SOURCE 33:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BL_connecti_break,mean mass flowrate of BL,SOURCE 34:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BM_connecti_break,mean mass flowrate of BM,SOURCE 35:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BN_connecti_break,mean mass flowrate of BN,SOURCE 36:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BP_connecti_break,mean mass flowrate of BP,SOURCE 37:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BQ_connecti_break,mean mass flowrate of BQ,SOURCE 38:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BR_connecti_break,mean mass flowrate of BR,SOURCE 39:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_BS_connecti_break,mean mass flowrate of BS,SOURCE 40:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CG_connecti_break,mean mass flowrate of CG,SOURCE 41:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CH_connecti_break,mean mass flowrate of CH,SOURCE 42:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CI_connecti_break,mean mass flowrate of CI,SOURCE 43:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CJ_connecti_break,mean mass flowrate of CJ,SOURCE 44:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CK_connecti_break,mean mass flowrate of CK,SOURCE 45:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CL_connecti_break,mean mass flowrate of CL,SOURCE 46:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_CN_connecti_break,mean mass flowrate of CN,SOURCE 47:QMAV,[kg/s],connection_fp,connection_break,connection_break
