name,long_name,name_odessa,unit,domain,strategy,dimension,index
Q_fp_In_connecti_break,mean mass flowrate of In,SOURCE 24:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Kr_connecti_break,mean mass flowrate of Kr,SOURCE 25:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_La_connecti_break,mean mass flowrate of La,SOURCE 26:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Mn_connecti_break,mean mass flowrate of Mn,SOURCE 27:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Mo_connecti_break,mean mass flowrate of Mo,SOURCE 28:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Nb_connecti_break,mean mass flowrate of Nb,SOURCE 29:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Nd_connecti_break,mean mass flowrate of Nd,SOURCE 30:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Ni_connecti_break,mean mass flowrate of Ni,SOURCE 31:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Np_connecti_break,mean mass flowrate of Np,SOURCE 32:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Pd_connecti_break,mean mass flowrate of Pd,SOURCE 33:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Pm_connecti_break,mean mass flowrate of Pm,SOURCE 34:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Pr_connecti_break,mean mass flowrate of Pr,SOURCE 35:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Pu_connecti_break,mean mass flowrate of Pu,SOURCE 36:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Rb_connecti_break,mean mass flowrate of Rb,SOURCE 37:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Re_connecti_break,mean mass flowrate of Re,SOURCE 38:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Rh_connecti_break,mean mass flowrate of Rh,SOURCE 39:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Ru_connecti_break,mean mass flowrate of Ru,SOURCE 40:QMAV,[kg/s],connection_fp,connection_break,connection_break
Q_fp_Sb_connecti_break,mean mass flowrate of Sb,SOURCE 41:QMAV,[kg/s],connection_fp,connection_break,connection_break
